Vénus;1
l’;364
Tokyo;21
Nue;1
s’;30
Paris;19
Japon;8
Shinjuku;5
bordeaux;1
Tristani;1
Allemand;1
Cévennes;1
Hokkaido;1
Allons-y Allons-o;1
Rezo;1
Shibuya;1
d’;5
Spiral;3
qu’;43
top-model;1
l’île d’Elbe;15
rue de La Vrillière;6
rue des;1
Roissy;3
île d’Elbe;17
j’;74
Toi;1
Filles-Saint-Thomas;6
Bourse;2
Là-bas;1
La Vrillière;1
Chine;1
jardin de l’;1
Portoferraio;8
rue s’;1
Kyoto;3
Toibu;1
Shinagawa;10
Contemporary;5
C’;1
Opéra;1
I;1
Débarrassées;1
Sur l’;1
m’approchai;1
L’;2
ligne Yamanote;1
Morel;1
Bioy Casares;1
Ginza;2
Massif;1
Messine;1
Tokyo l’;1
aujourd’hui;1
Tokyo Race-course;1
Essayez;1
Je l’;2
col lavallière;1
aimais;1
t’;1
rue des Filles-Saint-Thomas;2
place Saint-Sulpice;11
Saint-Sulpice;7
rue du Vieux-Colombier;1
observais;1
Seine;1
Invalides;1
lèse-majesté;1
menthe;1
Evian;2
Maurizio;4
fontaine Visconti;1
Pise;2
aéroport Galileo;1
Toscane;1
Europe;1
Piombino;1
Méditerranée;1
Mobyline;1
Toremar;1
île d’Elbe m’;1
pick-up;6
È;1
Schiopparello;1
Prati;1
Derrière;1
Giuseppe;1
amazone;1
Scaglione;1
accablée;1
E;1
Stai;1
Arrivés;1
l’heure;1
cabinet de toilette;1
je l’;1
Rio Marina;1
maison de Maurizio;3
Continuant;1
l’assaut;1
pick-up garé n’;1
tombe de Maurizio;1
hôtel de Tokyo;1
Nan Goldin;1
Nighthawks;1
Renaissance;3
Offices;1
cimetière de Portoferraio;1
pick-up noir;1
scruter l’;1
marquai;1
NUE;1
musée du Louvre;1
"ISBN 978-2-7073-2710-9
Couverture
Titre";1
